order_id,customer_id,order_date,city,courier_partner,promised_date,delivery_date,order_status
O255,C157,10/20/2025 0:00,Nagpur,QuickShip,10/23/2025 0:00,10/26/2025 0:00,Delivered
O256,C289,10/26/2025 0:00,Pune,FastEx,10/28/2025 0:00,10/30/2025 0:00,Delivered
O257,C231,12/7/2025 0:00,Pune,ShipNow,12/11/2025 0:00,12/13/2025 0:00,Delivered
O258,C157,12/25/2025 0:00,Mumbai,FastEx,12/29/2025 0:00,12/29/2025 0:00,Delivered
O259,C38,10/15/2025 0:00,Nagpur,FastEx,10/19/2025 0:00,10/21/2025 0:00,Delivered
O260,C97,12/24/2025 0:00,Mumbai,ShipNow,12/27/2025 0:00,12/28/2025 0:00,Delivered
O261,C289,12/18/2025 0:00,Indore,FastEx,12/21/2025 0:00,12/22/2025 0:00,Cancelled
O262,C254,12/25/2025 0:00,Indore,FastEx,12/29/2025 0:00,12/31/2025 0:00,Delivered
O263,C196,10/14/2025 0:00,Nagpur,FastEx,10/18/2025 0:00,10/18/2025 0:00,Delivered
O264,C86,10/27/2025 0:00,Nagpur,ShipNow,10/29/2025 0:00,10/31/2025 0:00,Delivered
O265,C322,11/9/2025 0:00,Indore,QuickShip,11/11/2025 0:00,11/15/2025 0:00,RTO
O266,C10,11/27/2025 0:00,Nagpur,QuickShip,11/29/2025 0:00,12/1/2025 0:00,Delivered
O267,C5,10/28/2025 0:00,Pune,FastEx,10/31/2025 0:00,11/2/2025 0:00,Delivered
O268,C123,10/26/2025 0:00,Pune,ShipNow,10/30/2025 0:00,10/30/2025 0:00,Delivered
O269,C330,12/2/2025 0:00,Nagpur,ShipNow,12/5/2025 0:00,12/5/2025 0:00,Cancelled
O270,C353,12/5/2025 0:00,Indore,FastEx,12/9/2025 0:00,12/11/2025 0:00,Delivered
O271,C118,10/25/2025 0:00,Mumbai,QuickShip,10/27/2025 0:00,10/28/2025 0:00,Delivered
O272,C294,10/3/2025 0:00,Nagpur,FastEx,10/5/2025 0:00,10/7/2025 0:00,Delivered
O273,C397,12/11/2025 0:00,Nagpur,ShipNow,12/13/2025 0:00,12/13/2025 0:00,Cancelled
O274,C159,11/13/2025 0:00,Mumbai,QuickShip,11/15/2025 0:00,11/17/2025 0:00,Cancelled
O275,C303,11/11/2025 0:00,Nagpur,ShipNow,11/15/2025 0:00,11/18/2025 0:00,Delivered
O276,C228,10/6/2025 0:00,Mumbai,FastEx,10/8/2025 0:00,10/9/2025 0:00,Delivered
O277,C365,11/8/2025 0:00,Indore,ShipNow,11/12/2025 0:00,11/14/2025 0:00,Delivered
O278,C216,11/21/2025 0:00,Pune,ShipNow,11/25/2025 0:00,11/27/2025 0:00,Delivered
O279,C184,10/23/2025 0:00,Indore,QuickShip,10/26/2025 0:00,10/30/2025 0:00,RTO
O280,C15,12/28/2025 0:00,Pune,ShipNow,12/30/2025 0:00,12/31/2025 0:00,Delivered
O281,C157,11/19/2025 0:00,Mumbai,FastEx,11/21/2025 0:00,11/21/2025 0:00,Delivered
O282,C136,11/12/2025 0:00,Pune,FastEx,11/15/2025 0:00,11/17/2025 0:00,Delivered
O283,C261,10/19/2025 0:00,Indore,QuickShip,10/23/2025 0:00,10/25/2025 0:00,Delivered
O284,C157,12/8/2025 0:00,Pune,QuickShip,12/10/2025 0:00,12/13/2025 0:00,Delivered
O285,C47,11/20/2025 0:00,Mumbai,QuickShip,11/24/2025 0:00,11/26/2025 0:00,Delivered
O286,C324,10/11/2025 0:00,Pune,FastEx,10/14/2025 0:00,10/14/2025 0:00,Cancelled
O287,C332,10/12/2025 0:00,Nagpur,QuickShip,10/16/2025 0:00,10/19/2025 0:00,Delivered
O288,C173,12/13/2025 0:00,Indore,FastEx,12/15/2025 0:00,12/17/2025 0:00,Delivered
O289,C130,10/8/2025 0:00,Nagpur,QuickShip,10/12/2025 0:00,10/14/2025 0:00,Delivered
O290,C95,10/24/2025 0:00,Mumbai,QuickShip,10/28/2025 0:00,10/31/2025 0:00,Delivered
O291,C115,11/10/2025 0:00,Pune,QuickShip,11/12/2025 0:00,11/15/2025 0:00,Delivered
O292,C243,11/5/2025 0:00,Nagpur,FastEx,11/7/2025 0:00,11/7/2025 0:00,Delivered
O293,C292,12/24/2025 0:00,Nagpur,QuickShip,12/28/2025 0:00,12/31/2025 0:00,Cancelled
O294,C282,12/11/2025 0:00,Pune,FastEx,12/15/2025 0:00,12/15/2025 0:00,Delivered
O295,C299,11/24/2025 0:00,Pune,FastEx,11/27/2025 0:00,11/29/2025 0:00,Delivered
O296,C283,10/9/2025 0:00,Indore,ShipNow,10/11/2025 0:00,10/14/2025 0:00,Delivered
O297,C69,11/16/2025 0:00,Nagpur,ShipNow,11/20/2025 0:00,11/23/2025 0:00,Delivered
O298,C148,10/15/2025 0:00,Nagpur,FastEx,10/17/2025 0:00,10/18/2025 0:00,Cancelled
O299,C11,11/17/2025 0:00,Mumbai,ShipNow,11/20/2025 0:00,11/20/2025 0:00,Delivered
O300,C254,12/21/2025 0:00,Indore,ShipNow,12/25/2025 0:00,12/27/2025 0:00,Delivered
O301,C330,11/11/2025 0:00,Mumbai,ShipNow,11/15/2025 0:00,11/17/2025 0:00,Delivered
O302,C360,11/29/2025 0:00,Nagpur,FastEx,12/3/2025 0:00,12/6/2025 0:00,Delivered
O303,C38,12/23/2025 0:00,Mumbai,ShipNow,12/25/2025 0:00,12/26/2025 0:00,Delivered
O304,C134,12/9/2025 0:00,Nagpur,FastEx,12/12/2025 0:00,12/14/2025 0:00,Delivered
O305,C200,10/12/2025 0:00,Nagpur,FastEx,10/14/2025 0:00,10/14/2025 0:00,Delivered
O306,C23,10/2/2025 0:00,Mumbai,FastEx,10/6/2025 0:00,10/8/2025 0:00,Delivered
O307,C303,10/7/2025 0:00,Mumbai,QuickShip,10/10/2025 0:00,10/12/2025 0:00,Delivered
O308,C346,12/19/2025 0:00,Pune,FastEx,12/23/2025 0:00,12/25/2025 0:00,Delivered
O309,C302,10/3/2025 0:00,Pune,FastEx,10/7/2025 0:00,10/9/2025 0:00,Delivered
O310,C363,10/3/2025 0:00,Pune,FastEx,10/5/2025 0:00,10/5/2025 0:00,Delivered
O311,C396,10/27/2025 0:00,Nagpur,ShipNow,10/31/2025 0:00,11/1/2025 0:00,Delivered
O312,C218,11/9/2025 0:00,Mumbai,ShipNow,11/12/2025 0:00,11/12/2025 0:00,Cancelled
O313,C141,11/2/2025 0:00,Indore,FastEx,11/6/2025 0:00,11/8/2025 0:00,Delivered
O314,C104,10/1/2025 0:00,Nagpur,ShipNow,10/5/2025 0:00,10/8/2025 0:00,Delivered
O315,C210,10/8/2025 0:00,Indore,ShipNow,10/10/2025 0:00,10/11/2025 0:00,Delivered
O316,C111,11/1/2025 0:00,Mumbai,ShipNow,11/4/2025 0:00,11/5/2025 0:00,Delivered
O317,C104,11/17/2025 0:00,Nagpur,FastEx,11/19/2025 0:00,11/19/2025 0:00,Delivered
O318,C316,10/4/2025 0:00,Indore,QuickShip,10/8/2025 0:00,10/11/2025 0:00,Cancelled
O319,C171,12/9/2025 0:00,Indore,ShipNow,12/11/2025 0:00,12/14/2025 0:00,Delivered
O320,C356,10/19/2025 0:00,Pune,QuickShip,10/21/2025 0:00,10/23/2025 0:00,Delivered
O321,C324,11/1/2025 0:00,Pune,FastEx,11/3/2025 0:00,11/5/2025 0:00,Delivered
O322,C133,10/9/2025 0:00,Pune,QuickShip,10/11/2025 0:00,10/12/2025 0:00,Delivered
O323,C376,10/12/2025 0:00,Nagpur,QuickShip,10/16/2025 0:00,10/20/2025 0:00,RTO
O324,C293,10/11/2025 0:00,Mumbai,QuickShip,10/15/2025 0:00,10/18/2025 0:00,Delivered
O325,C328,11/15/2025 0:00,Mumbai,FastEx,11/18/2025 0:00,11/18/2025 0:00,Delivered
O326,C127,10/16/2025 0:00,Pune,FastEx,10/18/2025 0:00,10/19/2025 0:00,Delivered
O327,C106,10/1/2025 0:00,Pune,ShipNow,10/3/2025 0:00,10/4/2025 0:00,Delivered
O328,C92,12/2/2025 0:00,Pune,ShipNow,12/5/2025 0:00,12/5/2025 0:00,Delivered
O329,C287,10/21/2025 0:00,Indore,FastEx,10/23/2025 0:00,10/25/2025 0:00,Delivered
O330,C378,10/30/2025 0:00,Pune,ShipNow,11/2/2025 0:00,11/4/2025 0:00,Delivered
O331,C393,10/13/2025 0:00,Indore,FastEx,10/17/2025 0:00,10/19/2025 0:00,Delivered
O332,C51,11/3/2025 0:00,Mumbai,QuickShip,11/6/2025 0:00,11/7/2025 0:00,Delivered
O333,C29,10/4/2025 0:00,Nagpur,ShipNow,10/6/2025 0:00,10/8/2025 0:00,Delivered
O334,C296,10/28/2025 0:00,Nagpur,ShipNow,10/31/2025 0:00,11/3/2025 0:00,Delivered
O335,C297,11/28/2025 0:00,Nagpur,ShipNow,12/2/2025 0:00,12/3/2025 0:00,Delivered
O336,C214,10/27/2025 0:00,Nagpur,FastEx,10/29/2025 0:00,11/1/2025 0:00,Cancelled
O337,C267,12/8/2025 0:00,Indore,ShipNow,12/12/2025 0:00,12/13/2025 0:00,Delivered
O338,C257,10/25/2025 0:00,Indore,FastEx,10/29/2025 0:00,11/1/2025 0:00,Delivered
O339,C302,10/3/2025 0:00,Pune,QuickShip,10/6/2025 0:00,10/8/2025 0:00,Cancelled
O340,C101,12/7/2025 0:00,Indore,QuickShip,12/11/2025 0:00,12/15/2025 0:00,RTO
O341,C346,10/25/2025 0:00,Pune,QuickShip,10/27/2025 0:00,10/30/2025 0:00,Delivered
O342,C110,10/20/2025 0:00,Pune,FastEx,10/24/2025 0:00,10/24/2025 0:00,Delivered
O343,C182,11/3/2025 0:00,Nagpur,ShipNow,11/7/2025 0:00,11/8/2025 0:00,Delivered
O344,C313,10/26/2025 0:00,Indore,FastEx,10/29/2025 0:00,10/31/2025 0:00,Delivered
O345,C1,10/5/2025 0:00,Indore,FastEx,10/9/2025 0:00,10/10/2025 0:00,Delivered
O346,C319,11/30/2025 0:00,Pune,QuickShip,12/3/2025 0:00,12/5/2025 0:00,Cancelled
O347,C55,10/9/2025 0:00,Pune,QuickShip,10/12/2025 0:00,10/16/2025 0:00,RTO
O348,C371,11/19/2025 0:00,Mumbai,ShipNow,11/21/2025 0:00,11/23/2025 0:00,Delivered
O349,C399,10/6/2025 0:00,Mumbai,FastEx,10/8/2025 0:00,10/10/2025 0:00,Cancelled
O350,C149,12/22/2025 0:00,Pune,FastEx,12/24/2025 0:00,12/26/2025 0:00,Delivered
O351,C309,11/29/2025 0:00,Mumbai,ShipNow,12/1/2025 0:00,12/1/2025 0:00,Delivered
O352,C137,11/13/2025 0:00,Mumbai,QuickShip,11/16/2025 0:00,11/18/2025 0:00,Delivered
O353,C202,10/11/2025 0:00,Pune,FastEx,10/15/2025 0:00,10/16/2025 0:00,Delivered
O354,C313,12/5/2025 0:00,Pune,QuickShip,12/7/2025 0:00,12/11/2025 0:00,RTO
O355,C117,11/16/2025 0:00,Indore,QuickShip,11/18/2025 0:00,11/19/2025 0:00,Delivered
O356,C154,12/12/2025 0:00,Pune,QuickShip,12/14/2025 0:00,12/16/2025 0:00,Delivered
O357,C291,12/24/2025 0:00,Pune,QuickShip,12/28/2025 0:00,1/1/2026 0:00,RTO
O358,C63,12/27/2025 0:00,Nagpur,ShipNow,12/29/2025 0:00,1/1/2026 0:00,Delivered
O359,C244,12/25/2025 0:00,Indore,ShipNow,12/29/2025 0:00,1/1/2026 0:00,Delivered
O360,C25,10/3/2025 0:00,Indore,QuickShip,10/6/2025 0:00,10/9/2025 0:00,Delivered
O361,C90,12/15/2025 0:00,Indore,FastEx,12/18/2025 0:00,12/21/2025 0:00,Delivered
O362,C75,10/30/2025 0:00,Nagpur,ShipNow,11/2/2025 0:00,11/3/2025 0:00,Delivered
O363,C294,12/29/2025 0:00,Pune,QuickShip,1/2/2026 0:00,1/3/2026 0:00,Delivered
O364,C386,10/21/2025 0:00,Indore,QuickShip,10/23/2025 0:00,10/24/2025 0:00,Delivered
O365,C391,10/28/2025 0:00,Indore,FastEx,10/30/2025 0:00,11/1/2025 0:00,Cancelled
O366,C210,12/29/2025 0:00,Mumbai,ShipNow,12/31/2025 0:00,1/1/2026 0:00,Delivered
O367,C347,12/1/2025 0:00,Indore,QuickShip,12/3/2025 0:00,12/5/2025 0:00,Delivered
O368,C17,11/2/2025 0:00,Pune,FastEx,11/4/2025 0:00,11/5/2025 0:00,Delivered
O369,C128,12/24/2025 0:00,Pune,QuickShip,12/28/2025 0:00,1/1/2026 0:00,RTO
O370,C364,11/4/2025 0:00,Mumbai,ShipNow,11/7/2025 0:00,11/7/2025 0:00,Delivered
O371,C251,11/21/2025 0:00,Indore,FastEx,11/23/2025 0:00,11/25/2025 0:00,Delivered
O372,C179,11/3/2025 0:00,Indore,ShipNow,11/6/2025 0:00,11/8/2025 0:00,Delivered
O373,C182,11/10/2025 0:00,Indore,QuickShip,11/14/2025 0:00,11/19/2025 0:00,RTO
O374,C152,11/20/2025 0:00,Nagpur,QuickShip,11/24/2025 0:00,11/28/2025 0:00,RTO
O375,C25,11/16/2025 0:00,Indore,FastEx,11/18/2025 0:00,11/19/2025 0:00,Delivered
O376,C180,12/21/2025 0:00,Pune,FastEx,12/25/2025 0:00,12/27/2025 0:00,Delivered
O377,C198,11/27/2025 0:00,Pune,ShipNow,11/30/2025 0:00,11/30/2025 0:00,Delivered
O378,C344,12/14/2025 0:00,Nagpur,FastEx,12/16/2025 0:00,12/17/2025 0:00,Delivered
O379,C161,11/26/2025 0:00,Nagpur,ShipNow,11/28/2025 0:00,12/1/2025 0:00,Cancelled
O380,C177,10/23/2025 0:00,Indore,FastEx,10/26/2025 0:00,10/28/2025 0:00,Delivered
O381,C285,11/17/2025 0:00,Mumbai,FastEx,11/19/2025 0:00,11/19/2025 0:00,Delivered
O382,C63,10/22/2025 0:00,Nagpur,FastEx,10/24/2025 0:00,10/26/2025 0:00,Delivered
O383,C150,10/17/2025 0:00,Nagpur,QuickShip,10/20/2025 0:00,10/22/2025 0:00,Delivered
O384,C154,12/8/2025 0:00,Indore,ShipNow,12/10/2025 0:00,12/10/2025 0:00,Delivered
O385,C156,10/11/2025 0:00,Indore,FastEx,10/13/2025 0:00,10/14/2025 0:00,Delivered
O386,C370,10/15/2025 0:00,Nagpur,FastEx,10/18/2025 0:00,10/19/2025 0:00,Delivered
O387,C49,11/4/2025 0:00,Mumbai,FastEx,11/8/2025 0:00,11/9/2025 0:00,Delivered
O388,C337,11/2/2025 0:00,Nagpur,QuickShip,11/5/2025 0:00,11/9/2025 0:00,RTO
O389,C84,12/23/2025 0:00,Indore,QuickShip,12/25/2025 0:00,12/28/2025 0:00,Cancelled
O390,C361,10/16/2025 0:00,Indore,ShipNow,10/19/2025 0:00,10/19/2025 0:00,Delivered
O391,C177,11/3/2025 0:00,Nagpur,QuickShip,11/5/2025 0:00,11/10/2025 0:00,RTO
O392,C148,12/5/2025 0:00,Mumbai,QuickShip,12/7/2025 0:00,12/10/2025 0:00,Cancelled
O393,C118,11/9/2025 0:00,Nagpur,FastEx,11/12/2025 0:00,11/12/2025 0:00,Delivered
O394,C342,10/28/2025 0:00,Nagpur,ShipNow,10/30/2025 0:00,11/1/2025 0:00,Delivered
O395,C63,11/16/2025 0:00,Indore,FastEx,11/20/2025 0:00,11/23/2025 0:00,Delivered
O396,C189,11/8/2025 0:00,Mumbai,FastEx,11/10/2025 0:00,11/12/2025 0:00,Delivered
O397,C360,12/9/2025 0:00,Pune,QuickShip,12/12/2025 0:00,12/15/2025 0:00,Cancelled
O398,C49,12/12/2025 0:00,Mumbai,QuickShip,12/16/2025 0:00,12/18/2025 0:00,Delivered
O399,C327,10/20/2025 0:00,Nagpur,QuickShip,10/24/2025 0:00,10/28/2025 0:00,RTO
O400,C257,10/1/2025 0:00,Nagpur,QuickShip,10/3/2025 0:00,10/5/2025 0:00,Delivered
O401,C224,12/11/2025 0:00,Nagpur,ShipNow,12/14/2025 0:00,12/15/2025 0:00,Delivered
O402,C141,12/26/2025 0:00,Mumbai,FastEx,12/28/2025 0:00,12/28/2025 0:00,Delivered
O403,C215,12/2/2025 0:00,Indore,ShipNow,12/4/2025 0:00,12/5/2025 0:00,Delivered
O404,C379,12/6/2025 0:00,Nagpur,QuickShip,12/9/2025 0:00,12/13/2025 0:00,RTO
O405,C211,10/4/2025 0:00,Nagpur,QuickShip,10/7/2025 0:00,10/11/2025 0:00,RTO
O406,C318,11/27/2025 0:00,Mumbai,QuickShip,11/29/2025 0:00,12/2/2025 0:00,Delivered
O407,C32,10/25/2025 0:00,Pune,FastEx,10/29/2025 0:00,10/29/2025 0:00,Delivered
O408,C158,11/16/2025 0:00,Pune,ShipNow,11/18/2025 0:00,11/19/2025 0:00,Delivered
O409,C285,11/7/2025 0:00,Indore,QuickShip,11/11/2025 0:00,11/16/2025 0:00,RTO
O410,C305,10/15/2025 0:00,Indore,FastEx,10/17/2025 0:00,10/19/2025 0:00,Delivered
O411,C286,12/2/2025 0:00,Nagpur,QuickShip,12/5/2025 0:00,12/7/2025 0:00,Delivered
O412,C144,10/21/2025 0:00,Mumbai,ShipNow,10/25/2025 0:00,10/26/2025 0:00,Delivered
O413,C19,11/26/2025 0:00,Nagpur,QuickShip,11/29/2025 0:00,12/1/2025 0:00,Delivered
O414,C18,11/22/2025 0:00,Indore,ShipNow,11/25/2025 0:00,11/28/2025 0:00,Delivered
O415,C257,11/15/2025 0:00,Mumbai,FastEx,11/18/2025 0:00,11/18/2025 0:00,Delivered
O416,C78,10/14/2025 0:00,Mumbai,FastEx,10/17/2025 0:00,10/19/2025 0:00,Delivered
O417,C371,12/15/2025 0:00,Indore,FastEx,12/18/2025 0:00,12/19/2025 0:00,Delivered
O418,C175,10/17/2025 0:00,Pune,QuickShip,10/19/2025 0:00,10/20/2025 0:00,Delivered
O419,C194,11/8/2025 0:00,Pune,FastEx,11/12/2025 0:00,11/14/2025 0:00,Delivered
O420,C113,10/9/2025 0:00,Mumbai,FastEx,10/11/2025 0:00,10/13/2025 0:00,Delivered
O421,C114,12/16/2025 0:00,Nagpur,ShipNow,12/18/2025 0:00,12/20/2025 0:00,Delivered
O422,C222,12/18/2025 0:00,Pune,ShipNow,12/20/2025 0:00,12/22/2025 0:00,Delivered
O423,C166,12/21/2025 0:00,Nagpur,QuickShip,12/24/2025 0:00,12/26/2025 0:00,Delivered
O424,C319,10/6/2025 0:00,Pune,FastEx,10/8/2025 0:00,10/10/2025 0:00,Delivered
O425,C132,10/23/2025 0:00,Pune,FastEx,10/27/2025 0:00,10/27/2025 0:00,Delivered
O426,C385,11/28/2025 0:00,Nagpur,FastEx,11/30/2025 0:00,12/3/2025 0:00,Delivered
O427,C264,11/15/2025 0:00,Indore,QuickShip,11/18/2025 0:00,11/20/2025 0:00,Cancelled
O428,C55,11/7/2025 0:00,Pune,ShipNow,11/11/2025 0:00,11/11/2025 0:00,Delivered
O429,C359,10/14/2025 0:00,Pune,QuickShip,10/18/2025 0:00,10/21/2025 0:00,Delivered
O430,C131,12/11/2025 0:00,Nagpur,FastEx,12/15/2025 0:00,12/17/2025 0:00,Delivered
O431,C288,12/1/2025 0:00,Indore,QuickShip,12/5/2025 0:00,12/9/2025 0:00,RTO
O432,C266,11/4/2025 0:00,Pune,FastEx,11/6/2025 0:00,11/8/2025 0:00,Delivered
O433,C366,10/19/2025 0:00,Pune,FastEx,10/22/2025 0:00,10/23/2025 0:00,Cancelled
O434,C162,10/30/2025 0:00,Indore,QuickShip,11/3/2025 0:00,11/6/2025 0:00,Delivered
O435,C380,12/17/2025 0:00,Pune,QuickShip,12/21/2025 0:00,12/25/2025 0:00,RTO
O436,C87,12/23/2025 0:00,Indore,FastEx,12/26/2025 0:00,12/29/2025 0:00,Cancelled
O437,C55,10/25/2025 0:00,Indore,FastEx,10/27/2025 0:00,10/27/2025 0:00,Delivered
O438,C288,11/9/2025 0:00,Nagpur,ShipNow,11/13/2025 0:00,11/16/2025 0:00,Delivered
O439,C178,12/27/2025 0:00,Mumbai,FastEx,12/29/2025 0:00,12/29/2025 0:00,Delivered
O440,C391,10/14/2025 0:00,Indore,FastEx,10/16/2025 0:00,10/16/2025 0:00,Cancelled
O441,C349,10/26/2025 0:00,Nagpur,FastEx,10/28/2025 0:00,10/28/2025 0:00,Delivered
O442,C8,12/26/2025 0:00,Mumbai,FastEx,12/28/2025 0:00,12/28/2025 0:00,Delivered
O443,C321,10/22/2025 0:00,Pune,FastEx,10/26/2025 0:00,10/27/2025 0:00,Delivered
O444,C313,11/17/2025 0:00,Mumbai,ShipNow,11/21/2025 0:00,11/23/2025 0:00,Delivered
O445,C247,12/22/2025 0:00,Indore,FastEx,12/24/2025 0:00,12/24/2025 0:00,Delivered
O446,C323,11/20/2025 0:00,Indore,QuickShip,11/22/2025 0:00,11/25/2025 0:00,Cancelled
O447,C255,10/3/2025 0:00,Indore,QuickShip,10/6/2025 0:00,10/8/2025 0:00,Delivered
O448,C328,11/11/2025 0:00,Indore,QuickShip,11/14/2025 0:00,11/17/2025 0:00,Delivered
O449,C54,10/19/2025 0:00,Indore,ShipNow,10/22/2025 0:00,10/22/2025 0:00,Delivered
O450,C249,12/12/2025 0:00,Nagpur,ShipNow,12/16/2025 0:00,12/19/2025 0:00,Delivered
O451,C239,10/28/2025 0:00,Indore,FastEx,10/31/2025 0:00,11/2/2025 0:00,Delivered
O452,C229,12/23/2025 0:00,Nagpur,ShipNow,12/27/2025 0:00,12/29/2025 0:00,Delivered
O453,C67,11/14/2025 0:00,Pune,QuickShip,11/18/2025 0:00,11/22/2025 0:00,RTO
O454,C51,12/10/2025 0:00,Indore,ShipNow,12/14/2025 0:00,12/17/2025 0:00,Delivered
O455,C97,12/17/2025 0:00,Indore,QuickShip,12/21/2025 0:00,12/23/2025 0:00,Delivered
O456,C92,12/2/2025 0:00,Mumbai,ShipNow,12/5/2025 0:00,12/7/2025 0:00,Delivered
O457,C264,12/12/2025 0:00,Pune,ShipNow,12/14/2025 0:00,12/14/2025 0:00,Delivered
O458,C291,10/19/2025 0:00,Indore,FastEx,10/21/2025 0:00,10/22/2025 0:00,Cancelled
O459,C96,11/16/2025 0:00,Indore,QuickShip,11/18/2025 0:00,11/23/2025 0:00,RTO
O460,C88,10/14/2025 0:00,Pune,ShipNow,10/17/2025 0:00,10/17/2025 0:00,Delivered
O461,C78,11/7/2025 0:00,Nagpur,ShipNow,11/9/2025 0:00,11/11/2025 0:00,Delivered
O462,C288,11/22/2025 0:00,Indore,FastEx,11/25/2025 0:00,11/25/2025 0:00,Delivered
O463,C120,11/30/2025 0:00,Mumbai,QuickShip,12/3/2025 0:00,12/6/2025 0:00,Delivered
O464,C302,11/5/2025 0:00,Indore,FastEx,11/8/2025 0:00,11/8/2025 0:00,Delivered
O465,C400,11/9/2025 0:00,Mumbai,FastEx,11/11/2025 0:00,11/13/2025 0:00,Delivered
O466,C165,12/20/2025 0:00,Mumbai,QuickShip,12/22/2025 0:00,12/23/2025 0:00,Delivered
O467,C182,10/30/2025 0:00,Indore,FastEx,11/1/2025 0:00,11/4/2025 0:00,Delivered
O468,C398,10/9/2025 0:00,Indore,ShipNow,10/13/2025 0:00,10/14/2025 0:00,Delivered
O469,C223,12/3/2025 0:00,Mumbai,FastEx,12/6/2025 0:00,12/6/2025 0:00,Delivered
O470,C311,11/2/2025 0:00,Pune,ShipNow,11/6/2025 0:00,11/8/2025 0:00,Delivered
O471,C7,11/21/2025 0:00,Pune,FastEx,11/24/2025 0:00,11/26/2025 0:00,Delivered
O472,C330,12/28/2025 0:00,Indore,FastEx,12/30/2025 0:00,1/2/2026 0:00,Delivered
O473,C263,10/14/2025 0:00,Nagpur,FastEx,10/17/2025 0:00,10/17/2025 0:00,Delivered
O474,C161,12/14/2025 0:00,Pune,FastEx,12/17/2025 0:00,12/17/2025 0:00,Delivered
O475,C151,11/22/2025 0:00,Indore,FastEx,11/26/2025 0:00,11/27/2025 0:00,Delivered
O476,C85,11/28/2025 0:00,Pune,FastEx,12/1/2025 0:00,12/2/2025 0:00,Delivered
O477,C147,12/17/2025 0:00,Nagpur,QuickShip,12/19/2025 0:00,12/23/2025 0:00,RTO
O478,C112,11/10/2025 0:00,Indore,FastEx,11/13/2025 0:00,11/15/2025 0:00,Delivered
O479,C381,12/7/2025 0:00,Nagpur,QuickShip,12/10/2025 0:00,12/14/2025 0:00,RTO
O480,C36,12/7/2025 0:00,Indore,FastEx,12/10/2025 0:00,12/11/2025 0:00,Delivered
O481,C285,10/8/2025 0:00,Nagpur,ShipNow,10/12/2025 0:00,10/13/2025 0:00,Delivered
O482,C188,10/2/2025 0:00,Pune,ShipNow,10/5/2025 0:00,10/5/2025 0:00,Cancelled
O483,C82,12/25/2025 0:00,Pune,QuickShip,12/28/2025 0:00,12/30/2025 0:00,Delivered
O484,C2,11/10/2025 0:00,Nagpur,FastEx,11/14/2025 0:00,11/15/2025 0:00,Delivered
O485,C385,11/24/2025 0:00,Nagpur,FastEx,11/28/2025 0:00,11/28/2025 0:00,Delivered
O486,C303,10/16/2025 0:00,Nagpur,ShipNow,10/20/2025 0:00,10/20/2025 0:00,Delivered
O487,C197,12/1/2025 0:00,Indore,FastEx,12/5/2025 0:00,12/7/2025 0:00,Delivered
O488,C11,11/17/2025 0:00,Pune,FastEx,11/19/2025 0:00,11/20/2025 0:00,Delivered
O489,C234,10/30/2025 0:00,Indore,FastEx,11/1/2025 0:00,11/2/2025 0:00,Delivered
O490,C386,10/12/2025 0:00,Pune,FastEx,10/15/2025 0:00,10/17/2025 0:00,Cancelled
O491,C195,11/4/2025 0:00,Mumbai,FastEx,11/6/2025 0:00,11/8/2025 0:00,Delivered
O492,C119,10/11/2025 0:00,Indore,ShipNow,10/14/2025 0:00,10/15/2025 0:00,Delivered
O493,C396,12/3/2025 0:00,Pune,FastEx,12/5/2025 0:00,12/6/2025 0:00,Cancelled
O494,C20,11/19/2025 0:00,Pune,QuickShip,11/23/2025 0:00,11/26/2025 0:00,Delivered
O495,C261,12/24/2025 0:00,Indore,FastEx,12/28/2025 0:00,12/31/2025 0:00,Delivered
O496,C293,10/21/2025 0:00,Indore,FastEx,10/23/2025 0:00,10/24/2025 0:00,Delivered
O497,C256,12/8/2025 0:00,Pune,ShipNow,12/10/2025 0:00,12/12/2025 0:00,Delivered
O498,C222,11/17/2025 0:00,Indore,FastEx,11/20/2025 0:00,11/22/2025 0:00,Delivered
O499,C393,10/20/2025 0:00,Nagpur,ShipNow,10/23/2025 0:00,10/24/2025 0:00,Delivered
O500,C226,12/6/2025 0:00,Indore,QuickShip,12/9/2025 0:00,12/14/2025 0:00,RTO
O501,C53,11/13/2025 0:00,Indore,FastEx,11/17/2025 0:00,11/18/2025 0:00,Delivered
O502,C355,11/2/2025 0:00,Indore,ShipNow,11/6/2025 0:00,11/8/2025 0:00,Delivered
O503,C342,12/12/2025 0:00,Pune,FastEx,12/16/2025 0:00,12/17/2025 0:00,Delivered
O504,C364,11/30/2025 0:00,Nagpur,ShipNow,12/4/2025 0:00,12/6/2025 0:00,Cancelled
O505,C280,10/9/2025 0:00,Mumbai,FastEx,10/12/2025 0:00,10/14/2025 0:00,Delivered
O506,C81,12/7/2025 0:00,Mumbai,ShipNow,12/11/2025 0:00,12/12/2025 0:00,Delivered
O507,C202,11/4/2025 0:00,Nagpur,FastEx,11/8/2025 0:00,11/10/2025 0:00,Delivered
O508,C158,12/20/2025 0:00,Nagpur,QuickShip,12/24/2025 0:00,12/27/2025 0:00,Delivered
O509,C120,12/27/2025 0:00,Nagpur,ShipNow,12/31/2025 0:00,1/2/2026 0:00,Delivered
O510,C59,12/4/2025 0:00,Pune,ShipNow,12/6/2025 0:00,12/8/2025 0:00,Delivered
